time,SALT_mean,TS_mean
1850-02-01 00:00:00,36.275196,293.58272999999997
1850-03-01 00:00:00,36.306377000000005,292.8834
1850-04-01 00:00:00,36.317993,292.87656
1850-05-01 00:00:00,36.339915999999995,293.3721
1850-06-01 00:00:00,36.359970000000004,294.37597999999997
1850-07-01 00:00:00,36.31142,296.36984
1850-08-01 00:00:00,36.321705,298.49268
1850-09-01 00:00:00,36.296375,299.92947000000004
1850-10-01 00:00:00,36.209804999999996,300.20837
1850-11-01 00:00:00,36.172059999999995,299.04092
1850-12-01 00:00:00,36.21249,296.68222000000003
1851-01-01 00:00:00,36.28482,294.61533
1851-02-01 00:00:00,36.31467,293.43667999999997
1851-03-01 00:00:00,36.329654999999995,292.9373
1851-04-01 00:00:00,36.345554,292.84323
1851-05-01 00:00:00,36.363873,292.98537999999996
1851-06-01 00:00:00,36.372574,294.08826
1851-07-01 00:00:00,36.357662,296.70316
1851-08-01 00:00:00,36.33852,298.56958
1851-09-01 00:00:00,36.25783,299.78104
1851-10-01 00:00:00,36.160686,300.19128
1851-11-01 00:00:00,36.152570000000004,298.7587
1851-12-01 00:00:00,36.183926,296.58426000000003
1852-01-01 00:00:00,36.202362,295.01987
1852-02-01 00:00:00,36.252007,293.7357
1852-03-01 00:00:00,36.296215000000004,292.88696
1852-04-01 00:00:00,36.324635,292.61737
1852-05-01 00:00:00,36.35964,293.0179
1852-06-01 00:00:00,36.34551,294.18282999999997
1852-07-01 00:00:00,36.301617,296.3273
1852-08-01 00:00:00,36.260197,298.454
1852-09-01 00:00:00,36.24414,299.79578
1852-10-01 00:00:00,36.16426,299.73682
1852-11-01 00:00:00,36.105335,298.551
1852-12-01 00:00:00,36.138206,296.48386
1853-01-01 00:00:00,36.222374,294.6602
1853-02-01 00:00:00,36.275925,293.41700000000003
1853-03-01 00:00:00,36.31157,292.7975
1853-04-01 00:00:00,36.330859999999994,292.4276
1853-05-01 00:00:00,36.338364,292.8845
1853-06-01 00:00:00,36.346798,294.22665
1853-07-01 00:00:00,36.286854,296.66143999999997
1853-08-01 00:00:00,36.301453,298.78036000000003
1853-09-01 00:00:00,36.296966999999995,299.9771
1853-10-01 00:00:00,36.22983,300.07962000000003
1853-11-01 00:00:00,36.206715,298.5577
1853-12-01 00:00:00,36.247448,296.51807
1854-01-01 00:00:00,36.284252,294.64432
1854-02-01 00:00:00,36.30292,293.51462000000004
1854-03-01 00:00:00,36.320583,292.81787
1854-04-01 00:00:00,36.343920000000004,292.5604
1854-05-01 00:00:00,36.364000000000004,292.89133
1854-06-01 00:00:00,36.298676,294.34112999999996
1854-07-01 00:00:00,36.228687,296.64474
1854-08-01 00:00:00,36.22487,298.60706
1854-09-01 00:00:00,36.1963,299.9331
1854-10-01 00:00:00,36.127415,299.95596
1854-11-01 00:00:00,36.116314,298.54105
1854-12-01 00:00:00,36.171665000000004,296.33977999999996
1855-01-01 00:00:00,36.22105,294.46255
1855-02-01 00:00:00,36.264595,293.2274
1855-03-01 00:00:00,36.282,292.8903
1855-04-01 00:00:00,36.293552000000005,292.59155
1855-05-01 00:00:00,36.32342,292.8893
1855-06-01 00:00:00,36.32989,293.9905
1855-07-01 00:00:00,36.267196999999996,296.21448
1855-08-01 00:00:00,36.257137,298.25586
1855-09-01 00:00:00,36.20665,299.70337
1855-10-01 00:00:00,36.115894,299.61014
1855-11-01 00:00:00,36.08311,298.1843
1855-12-01 00:00:00,36.099834,296.20767
1856-01-01 00:00:00,36.155421999999994,294.71432000000004
1856-02-01 00:00:00,36.231646999999995,293.39075
1856-03-01 00:00:00,36.26598,292.902
1856-04-01 00:00:00,36.290974,292.87915
1856-05-01 00:00:00,36.318940000000005,293.19934
1856-06-01 00:00:00,36.309784,294.46695
1856-07-01 00:00:00,36.28731,296.85117
1856-08-01 00:00:00,36.297398,298.79184
1856-09-01 00:00:00,36.240159999999996,299.89232999999996
1856-10-01 00:00:00,36.09901,300.21054
1856-11-01 00:00:00,36.066883000000004,298.88614
1856-12-01 00:00:00,36.098576,297.16287
1857-01-01 00:00:00,36.17921,295.16907000000003
1857-02-01 00:00:00,36.238735,294.23068
1857-03-01 00:00:00,36.29829,293.49557000000004
1857-04-01 00:00:00,36.320736,293.23965
1857-05-01 00:00:00,36.3529,293.46188
1857-06-01 00:00:00,36.341846000000004,294.57712000000004
1857-07-01 00:00:00,36.292359999999995,296.743
1857-08-01 00:00:00,36.294846,298.72983
1857-09-01 00:00:00,36.256374,300.08105
1857-10-01 00:00:00,36.143612,300.16745
1857-11-01 00:00:00,36.094563,298.92807
1857-12-01 00:00:00,36.064774,297.22702000000004
1858-01-01 00:00:00,36.153687,295.3431
1858-02-01 00:00:00,36.226498,294.17343
1858-03-01 00:00:00,36.27635,293.54263
1858-04-01 00:00:00,36.316345,293.36734
1858-05-01 00:00:00,36.325253000000004,293.67172
1858-06-01 00:00:00,36.320667,294.74216
1858-07-01 00:00:00,36.308292,296.85767000000004
1858-08-01 00:00:00,36.296409999999995,298.79082999999997
1858-09-01 00:00:00,36.269703,300.25064
1858-10-01 00:00:00,36.219357,300.01596
1858-11-01 00:00:00,36.228603,298.80725
1858-12-01 00:00:00,36.26061,296.78622
1859-01-01 00:00:00,36.3085,295.05753
1859-02-01 00:00:00,36.356678,293.71414
1859-03-01 00:00:00,36.389247999999995,293.21616
1859-04-01 00:00:00,36.395798,293.124
1859-05-01 00:00:00,36.411728000000004,293.24634
1859-06-01 00:00:00,36.391846,294.3943
1859-07-01 00:00:00,36.32158,296.5725
