time,SALT_mean,TS_mean
1850-02-01 00:00:00,34.808370000000004,298.54596000000004
1850-03-01 00:00:00,34.692978000000004,299.34097
1850-04-01 00:00:00,34.694855,299.6174
1850-05-01 00:00:00,34.747966999999996,298.86597
1850-06-01 00:00:00,34.788662,297.59824
1850-07-01 00:00:00,34.840107,296.47775
1850-08-01 00:00:00,34.881763,295.64083999999997
1850-09-01 00:00:00,34.9001,294.98328
1850-10-01 00:00:00,34.866184000000004,295.11722000000003
1850-11-01 00:00:00,34.85655,295.61142
1850-12-01 00:00:00,34.84988,296.61572
1851-01-01 00:00:00,34.859417,297.9657
1851-02-01 00:00:00,34.784298,299.004
1851-03-01 00:00:00,34.65339,300.1866
1851-04-01 00:00:00,34.6297,300.2535
1851-05-01 00:00:00,34.660522,299.50577000000004
1851-06-01 00:00:00,34.7414,298.1797
1851-07-01 00:00:00,34.772545,296.81473
1851-08-01 00:00:00,34.770737,295.78018
1851-09-01 00:00:00,34.728317,295.4321
1851-10-01 00:00:00,34.682514000000005,295.75497
1851-11-01 00:00:00,34.6702,296.06057999999996
1851-12-01 00:00:00,34.64233,296.96494
1852-01-01 00:00:00,34.640976,298.01965
1852-02-01 00:00:00,34.581455,298.9316
1852-03-01 00:00:00,34.530727,299.64342999999997
1852-04-01 00:00:00,34.513508,299.81203999999997
1852-05-01 00:00:00,34.525436,299.3409
1852-06-01 00:00:00,34.55842,298.3154
1852-07-01 00:00:00,34.632034000000004,296.78226
1852-08-01 00:00:00,34.65372,295.7427
1852-09-01 00:00:00,34.613926,295.41418
1852-10-01 00:00:00,34.585728,295.4122
1852-11-01 00:00:00,34.540924,295.8564
1852-12-01 00:00:00,34.51997,296.61057
1853-01-01 00:00:00,34.47383,297.69495
1853-02-01 00:00:00,34.347187,299.10367
1853-03-01 00:00:00,34.29455,299.83187999999996
1853-04-01 00:00:00,34.229735999999995,299.55234
1853-05-01 00:00:00,34.3164,298.7892
1853-06-01 00:00:00,34.4284,297.5593
1853-07-01 00:00:00,34.505806,296.51364
1853-08-01 00:00:00,34.535954,295.79022000000003
1853-09-01 00:00:00,34.52686,295.35098
1853-10-01 00:00:00,34.486126,295.6234
1853-11-01 00:00:00,34.40699,296.44174
1853-12-01 00:00:00,34.403683,297.68665
1854-01-01 00:00:00,34.388090000000005,298.4608
1854-02-01 00:00:00,34.3458,299.63635
