time,SALT_mean,TS_mean
1850-02-01 00:00:00,35.83415,296.36874
1850-03-01 00:00:00,35.859863,295.78506
1850-04-01 00:00:00,35.884186,296.59586
1850-05-01 00:00:00,35.856266,297.85042999999996
1850-06-01 00:00:00,35.926784999999995,299.0812
1850-07-01 00:00:00,36.00127,300.44205
1850-08-01 00:00:00,36.112976,301.35532
1850-09-01 00:00:00,36.129227,301.8201
1850-10-01 00:00:00,36.071835,301.68542
1850-11-01 00:00:00,35.952071999999994,301.16292999999996
1850-12-01 00:00:00,35.874283,299.4404
1851-01-01 00:00:00,35.840576,297.80142
1851-02-01 00:00:00,35.8058,296.97537
1851-03-01 00:00:00,35.840153,296.7247
1851-04-01 00:00:00,35.922047,296.61917
1851-05-01 00:00:00,35.946346000000005,297.9821
1851-06-01 00:00:00,36.01618,298.8978
1851-07-01 00:00:00,36.069942,300.24532999999997
1851-08-01 00:00:00,36.14566,301.2609
1851-09-01 00:00:00,36.14495,302.01645
1851-10-01 00:00:00,36.044178,301.8082
1851-11-01 00:00:00,35.857708,300.67032
1851-12-01 00:00:00,35.808422,299.12357000000003
1852-01-01 00:00:00,35.803852,297.80685
1852-02-01 00:00:00,35.8305,296.37015
1852-03-01 00:00:00,35.94112,295.70724
1852-04-01 00:00:00,35.9625,296.65143
1852-05-01 00:00:00,35.9803,297.92972000000003
1852-06-01 00:00:00,36.0192,299.657
1852-07-01 00:00:00,36.102665,300.7088
1852-08-01 00:00:00,36.195557,301.61203
1852-09-01 00:00:00,36.19234,301.85626
1852-10-01 00:00:00,36.087368,301.5322
1852-11-01 00:00:00,35.908764,300.73404
1852-12-01 00:00:00,35.836242999999996,299.14853
1853-01-01 00:00:00,35.80722,297.42037999999997
1853-02-01 00:00:00,35.82535,296.2169
1853-03-01 00:00:00,35.88655,295.97217
1853-04-01 00:00:00,35.92102,296.2614
1853-05-01 00:00:00,35.99678,297.27393
1853-06-01 00:00:00,35.971924,299.1965
1853-07-01 00:00:00,35.990486,300.64456
1853-08-01 00:00:00,36.114742,301.25436
1853-09-01 00:00:00,36.131840000000004,301.68692000000004
1853-10-01 00:00:00,36.0531,301.4056
1853-11-01 00:00:00,35.904720000000005,300.60042999999996
1853-12-01 00:00:00,35.802246000000004,299.21945
1854-01-01 00:00:00,35.793385,297.67188
1854-02-01 00:00:00,35.823513,296.48282
1854-03-01 00:00:00,35.820526,296.28567999999996
1854-04-01 00:00:00,35.846740000000004,297.184
1854-05-01 00:00:00,35.897385,297.9726
1854-06-01 00:00:00,35.967457,299.5305
1854-07-01 00:00:00,36.074546999999995,300.70592999999997
1854-08-01 00:00:00,36.141009999999994,301.3053
1854-09-01 00:00:00,36.132305,301.6738
1854-10-01 00:00:00,36.02779,301.40674
1854-11-01 00:00:00,35.892212,300.6471
1854-12-01 00:00:00,35.8132,298.80167
1855-01-01 00:00:00,35.814465000000006,297.33
1855-02-01 00:00:00,35.801829999999995,296.36874
1855-03-01 00:00:00,35.850196999999994,296.28406
1855-04-01 00:00:00,35.91299,296.48727
1855-05-01 00:00:00,35.910458,297.6627
1855-06-01 00:00:00,35.963543,299.2499
1855-07-01 00:00:00,36.07855,300.43356
1855-08-01 00:00:00,36.159023,301.3432
1855-09-01 00:00:00,36.176456,301.6749
1855-10-01 00:00:00,36.10625,301.64522999999997
1855-11-01 00:00:00,35.924282,300.6935
1855-12-01 00:00:00,35.83254,299.0878
1856-01-01 00:00:00,35.823612,297.36487
1856-02-01 00:00:00,35.80689,296.17
1856-03-01 00:00:00,35.85873,295.75006
1856-04-01 00:00:00,35.89504,296.5449
1856-05-01 00:00:00,35.932228,297.85857999999996
1856-06-01 00:00:00,35.961304,299.53292999999996
1856-07-01 00:00:00,36.058853000000006,300.81833
1856-08-01 00:00:00,36.171146,301.24146
1856-09-01 00:00:00,36.190353,301.82495
1856-10-01 00:00:00,36.08943,301.59893999999997
1856-11-01 00:00:00,35.896095,300.6503
1856-12-01 00:00:00,35.794315000000005,298.98245
1857-01-01 00:00:00,35.773758,297.72003
1857-02-01 00:00:00,35.733090000000004,297.16202000000004
1857-03-01 00:00:00,35.795773,296.5922
1857-04-01 00:00:00,35.86907,297.0949
1857-05-01 00:00:00,35.927265000000006,297.87125
1857-06-01 00:00:00,35.986755,299.38147000000004
1857-07-01 00:00:00,36.06459,300.57755
1857-08-01 00:00:00,36.166973,301.15805
1857-09-01 00:00:00,36.177032000000004,301.62387
1857-10-01 00:00:00,36.113323,301.37595
1857-11-01 00:00:00,35.94676,300.67783
1857-12-01 00:00:00,35.866867,298.819
1858-01-01 00:00:00,35.814495,297.48587000000003
1858-02-01 00:00:00,35.756683,296.71436
1858-03-01 00:00:00,35.821644,296.39342999999997
1858-04-01 00:00:00,35.904140000000005,296.7017
1858-05-01 00:00:00,35.95665,297.26086000000004
1858-06-01 00:00:00,36.003338,298.43652000000003
1858-07-01 00:00:00,36.080826,300.24957
1858-08-01 00:00:00,36.174118,301.01624
1858-09-01 00:00:00,36.204440000000005,301.4858
1858-10-01 00:00:00,36.190540000000006,301.3728
1858-11-01 00:00:00,36.036114000000005,300.51218
1858-12-01 00:00:00,35.895153,299.1244
1859-01-01 00:00:00,35.879856,297.26465
1859-02-01 00:00:00,35.884907,295.78455
1859-03-01 00:00:00,35.89929,295.81735
1859-04-01 00:00:00,35.877693,296.4988
1859-05-01 00:00:00,35.920483000000004,297.3288
1859-06-01 00:00:00,35.98685,299.14673
1859-07-01 00:00:00,36.029635999999996,300.67365
1859-08-01 00:00:00,36.136433000000004,301.3529
