time,SALT_mean,TS
1850-02-01 00:00:00,33.08868,296.34628
1850-03-01 00:00:00,33.162914,296.32797
1850-04-01 00:00:00,33.301838000000004,296.736
1850-05-01 00:00:00,33.416466,297.60806
1850-06-01 00:00:00,33.49555,299.40707000000003
1850-07-01 00:00:00,33.570225,300.83835
1850-08-01 00:00:00,33.646343,301.37915
1850-09-01 00:00:00,33.684096999999994,301.49362
1850-10-01 00:00:00,33.739155,301.09073
1850-11-01 00:00:00,33.749559999999995,300.40604
1850-12-01 00:00:00,33.661358,299.08212000000003
1851-01-01 00:00:00,33.459927,297.68185
1851-02-01 00:00:00,33.380325,296.44653
1851-03-01 00:00:00,33.393353000000005,296.02297999999996
1851-04-01 00:00:00,33.436592,296.88876
1851-05-01 00:00:00,33.462498,297.7257
1851-06-01 00:00:00,33.492867,298.85156
1851-07-01 00:00:00,33.544727,300.76358
1851-08-01 00:00:00,33.616215000000004,301.26205
1851-09-01 00:00:00,33.6714,301.4519
1851-10-01 00:00:00,33.68922,301.4619
1851-11-01 00:00:00,33.699436,300.5124
1851-12-01 00:00:00,33.67629,298.86224
1852-01-01 00:00:00,33.476467,297.49532999999997
1852-02-01 00:00:00,33.411774,296.17816
1852-03-01 00:00:00,33.400271999999994,295.96994
1852-04-01 00:00:00,33.413790000000006,296.34598
1852-05-01 00:00:00,33.465916,297.75995
1852-06-01 00:00:00,33.505238,299.60294
1852-07-01 00:00:00,33.529953000000006,301.0448
1852-08-01 00:00:00,33.607937,301.8198
1852-09-01 00:00:00,33.67731,302.00622999999996
1852-10-01 00:00:00,33.7259,301.52087
1852-11-01 00:00:00,33.73257,300.78967
1852-12-01 00:00:00,33.681896,299.5186
1853-01-01 00:00:00,33.476303,297.89285
1853-02-01 00:00:00,33.449123,296.85922
1853-03-01 00:00:00,33.465717,295.94592
1853-04-01 00:00:00,33.494953,296.69266
1853-05-01 00:00:00,33.53487,297.6652
1853-06-01 00:00:00,33.576626,299.35323999999997
1853-07-01 00:00:00,33.614304,300.89328
1853-08-01 00:00:00,33.674618,301.21407999999997
1853-09-01 00:00:00,33.72858,301.49962999999997
1853-10-01 00:00:00,33.768383,301.27286000000004
1853-11-01 00:00:00,33.776558,300.67618
1853-12-01 00:00:00,33.69794,299.29773
1854-01-01 00:00:00,33.411190000000005,297.4351
1854-02-01 00:00:00,33.050616999999995,296.52725
1854-03-01 00:00:00,33.040157,296.4268
1854-04-01 00:00:00,33.157246,296.73337000000004
1854-05-01 00:00:00,33.331345,297.94202
1854-06-01 00:00:00,33.461933,299.2905
1854-07-01 00:00:00,33.580326,300.82425
1854-08-01 00:00:00,33.668564,301.35568
1854-09-01 00:00:00,33.709255,301.50327000000004
1854-10-01 00:00:00,33.73424,301.00467000000003
1854-11-01 00:00:00,33.735003999999996,300.28802
1854-12-01 00:00:00,33.688244,298.73257
1855-01-01 00:00:00,33.452870000000004,297.58365
1855-02-01 00:00:00,33.17827,296.78906
1855-03-01 00:00:00,33.212276,296.11312999999996
1855-04-01 00:00:00,33.309779999999996,296.5054
1855-05-01 00:00:00,33.378677,297.6653
1855-06-01 00:00:00,33.48283,299.21524
1855-07-01 00:00:00,33.582077000000005,300.4168
1855-08-01 00:00:00,33.63681,300.96555
1855-09-01 00:00:00,33.699165,301.5676
1855-10-01 00:00:00,33.740615999999996,301.40512
1855-11-01 00:00:00,33.75545,300.42075
1855-12-01 00:00:00,33.69435,298.75928
1856-01-01 00:00:00,33.48433,297.2983
1856-02-01 00:00:00,33.15141,296.3594
1856-03-01 00:00:00,33.168409999999994,295.90015
1856-04-01 00:00:00,33.315129999999996,296.3963
1856-05-01 00:00:00,33.413146999999995,297.40735
1856-06-01 00:00:00,33.488246999999994,299.16095
1856-07-01 00:00:00,33.59476,300.6597
1856-08-01 00:00:00,33.671886,301.20505
1856-09-01 00:00:00,33.720974,301.55422999999996
1856-10-01 00:00:00,33.755444,301.44656000000003
1856-11-01 00:00:00,33.75967,300.45813
1856-12-01 00:00:00,33.663418,298.83972
1857-01-01 00:00:00,33.452156,297.2578
1857-02-01 00:00:00,33.473778,296.1492
1857-03-01 00:00:00,33.470486,295.78763
1857-04-01 00:00:00,33.462646,296.2238
1857-05-01 00:00:00,33.482784,297.29086
1857-06-01 00:00:00,33.512417,298.92737
1857-07-01 00:00:00,33.56255,300.4989
1857-08-01 00:00:00,33.636996999999994,301.25412
1857-09-01 00:00:00,33.683865000000004,301.5443
1857-10-01 00:00:00,33.73086,301.21875
1857-11-01 00:00:00,33.747063,300.5476
1857-12-01 00:00:00,33.68812,299.1864
1858-01-01 00:00:00,33.46942,297.63622999999995
1858-02-01 00:00:00,33.35747,296.36877000000004
1858-03-01 00:00:00,33.400005,295.74982
1858-04-01 00:00:00,33.47971,296.51254
1858-05-01 00:00:00,33.52081,297.6698
1858-06-01 00:00:00,33.564254999999996,299.07874
1858-07-01 00:00:00,33.613785,300.74802
1858-08-01 00:00:00,33.678238,301.3632
1858-09-01 00:00:00,33.718815,301.4362
1858-10-01 00:00:00,33.745186,301.0566
1858-11-01 00:00:00,33.755493,300.37955
1858-12-01 00:00:00,33.688248,298.8544
1859-01-01 00:00:00,33.465862,297.43503
1859-02-01 00:00:00,33.317820000000005,296.42294
1859-03-01 00:00:00,33.346195,296.04886
1859-04-01 00:00:00,33.421432,296.976
1859-05-01 00:00:00,33.483707,297.95617999999996
1859-06-01 00:00:00,33.536446000000005,299.37106
1859-07-01 00:00:00,33.616795,300.61517000000003
1859-08-01 00:00:00,33.686718,301.11478
