Unnamed: 0,SALT,TS
1850-02-01 00:00:00,33.81124,298.31744
1850-03-01 00:00:00,33.774357,298.02808
1850-04-01 00:00:00,33.75858,298.23883
1850-05-01 00:00:00,33.73327,298.95325
1850-06-01 00:00:00,33.759647,299.51816
1850-07-01 00:00:00,33.79439,300.0166
1850-08-01 00:00:00,33.838932,300.05112
1850-09-01 00:00:00,33.863186,300.2849
1850-10-01 00:00:00,33.875324,300.64124
1850-11-01 00:00:00,33.881004,300.4751
1850-12-01 00:00:00,33.890594,299.6916
1851-01-01 00:00:00,33.887535,298.98843
1851-02-01 00:00:00,33.85258,298.7457
1851-03-01 00:00:00,33.807312,298.58817
1851-04-01 00:00:00,33.783157,298.76328
1851-05-01 00:00:00,33.767895,299.01044
1851-06-01 00:00:00,33.76693,299.48395
1851-07-01 00:00:00,33.77684,300.273
1851-08-01 00:00:00,33.8184,300.57263
1851-09-01 00:00:00,33.862476,300.8213
1851-10-01 00:00:00,33.89389,300.9693
1851-11-01 00:00:00,33.918285,300.733
1851-12-01 00:00:00,33.928204,300.41608
1852-01-01 00:00:00,33.91085,299.8156
1852-02-01 00:00:00,33.854828,299.08813
1852-03-01 00:00:00,33.81946,298.92874
1852-04-01 00:00:00,33.79284,299.01932
1852-05-01 00:00:00,33.774162,299.27014
1852-06-01 00:00:00,33.77763,299.8963
1852-07-01 00:00:00,33.804543,300.12442
1852-08-01 00:00:00,33.841175,300.37677
1852-09-01 00:00:00,33.895016,300.7187
1852-10-01 00:00:00,33.923733,300.9601
1852-11-01 00:00:00,33.93541,300.68427
1852-12-01 00:00:00,33.94401,300.03604
1853-01-01 00:00:00,33.93547,299.09872
1853-02-01 00:00:00,33.906105,298.41995
1853-03-01 00:00:00,33.879284,298.3738
1853-04-01 00:00:00,33.84819,298.2427
1853-05-01 00:00:00,33.813118,298.74155
1853-06-01 00:00:00,33.81719,299.30786
1853-07-01 00:00:00,33.83437,299.89334
1853-08-01 00:00:00,33.87332,300.25085
1853-09-01 00:00:00,33.897514,300.62234
1853-10-01 00:00:00,33.9014,300.59406
1853-11-01 00:00:00,33.903618,300.27084
1853-12-01 00:00:00,33.913486,299.7289
1854-01-01 00:00:00,33.902718,298.99765
1854-02-01 00:00:00,33.875076,298.3974
1854-03-01 00:00:00,33.83716,298.40796
1854-04-01 00:00:00,33.789635,298.69742
1854-05-01 00:00:00,33.757553,299.17102
1854-06-01 00:00:00,33.748413,299.51053
1854-07-01 00:00:00,33.749935,299.74475
1854-08-01 00:00:00,33.78769,300.27744
1854-09-01 00:00:00,33.824856,300.73083
1854-10-01 00:00:00,33.841557,300.56918
1854-11-01 00:00:00,33.84558,300.343
1854-12-01 00:00:00,33.844086,299.56647
1855-01-01 00:00:00,33.816452,298.93182
1855-02-01 00:00:00,33.764282,298.32312
1855-03-01 00:00:00,33.72148,298.00446
1855-04-01 00:00:00,33.69739,298.33157
1855-05-01 00:00:00,33.688824,298.6182
1855-06-01 00:00:00,33.6938,299.32538
1855-07-01 00:00:00,33.717113,299.68076
1855-08-01 00:00:00,33.758553,300.09766
1855-09-01 00:00:00,33.793755,300.50348
1855-10-01 00:00:00,33.801834,300.41647
1855-11-01 00:00:00,33.813393,300.4525
1855-12-01 00:00:00,33.818317,299.96823
1856-01-01 00:00:00,33.809155,299.09866
1856-02-01 00:00:00,33.794796,298.11874
1856-03-01 00:00:00,33.786884,297.66464
1856-04-01 00:00:00,33.76053,297.99146
1856-05-01 00:00:00,33.747116,298.17902
1856-06-01 00:00:00,33.74156,298.58545
1856-07-01 00:00:00,33.758198,299.08853
1856-08-01 00:00:00,33.792538,299.25165
1856-09-01 00:00:00,33.83613,299.7548
1856-10-01 00:00:00,33.86291,299.82297
1856-11-01 00:00:00,33.887985,299.12668
1856-12-01 00:00:00,33.905426,298.9179
1857-01-01 00:00:00,33.896053,298.3354
1857-02-01 00:00:00,33.87743,297.81085
1857-03-01 00:00:00,33.866676,297.4655
1857-04-01 00:00:00,33.84602,297.6407
1857-05-01 00:00:00,33.829033,298.22516
1857-06-01 00:00:00,33.838833,298.79556
1857-07-01 00:00:00,33.868248,299.2388
1857-08-01 00:00:00,33.896538,299.6763
1857-09-01 00:00:00,33.9088,300.2255
1857-10-01 00:00:00,33.91541,300.1646
1857-11-01 00:00:00,33.92429,300.1339
1857-12-01 00:00:00,33.924667,299.66757
1858-01-01 00:00:00,33.904606,298.66342
1858-02-01 00:00:00,33.852386,297.92432
1858-03-01 00:00:00,33.80577,297.50848
1858-04-01 00:00:00,33.79172,297.51004
1858-05-01 00:00:00,33.78053,298.27216
1858-06-01 00:00:00,33.780453,298.98248
1858-07-01 00:00:00,33.78786,299.51605
1858-08-01 00:00:00,33.82752,299.8584
1858-09-01 00:00:00,33.852135,300.2077
1858-10-01 00:00:00,33.866352,300.14313
1858-11-01 00:00:00,33.883595,299.89743
1858-12-01 00:00:00,33.886707,299.20496
1859-01-01 00:00:00,33.871864,298.61023
1859-02-01 00:00:00,33.84623,298.1735
1859-03-01 00:00:00,33.821472,297.9813
1859-04-01 00:00:00,33.81346,298.20242
1859-05-01 00:00:00,33.777912,298.79846
1859-06-01 00:00:00,33.798702,299.42664
1859-07-01 00:00:00,33.84627,299.88547
1859-08-01 00:00:00,33.896587,300.22336
1859-09-01 00:00:00,33.91942,300.60883
1859-10-01 00:00:00,33.935616,300.6657
1859-11-01 00:00:00,33.956158,300.44574
1859-12-01 00:00:00,33.976665,300.14435
1860-01-01 00:00:00,33.973103,299.58072
1860-02-01 00:00:00,33.937813,298.75015
