time,SALT_mean,TS
1851-01-01 00:00:00,34.635075,297.95438
1851-02-01 00:00:00,34.60674,298.81213
1851-03-01 00:00:00,34.504616,299.7419
1851-04-01 00:00:00,34.442463,299.80847
1851-05-01 00:00:00,34.4581,299.17383
1851-06-01 00:00:00,34.53457,297.88876
1851-07-01 00:00:00,34.60388,296.4763
1851-08-01 00:00:00,34.58849,295.72012
1851-09-01 00:00:00,34.601177,295.16257
1851-10-01 00:00:00,34.607716,295.10718
1851-11-01 00:00:00,34.630474,295.50952
1851-12-01 00:00:00,34.683933,296.21326
1852-01-01 00:00:00,34.700214,297.56146
1852-02-01 00:00:00,34.716938,298.48276
1852-03-01 00:00:00,34.71738,299.6254
1852-04-01 00:00:00,34.681057,299.44296
1852-05-01 00:00:00,34.718273,298.7051
1852-06-01 00:00:00,34.77078,297.5673
1852-07-01 00:00:00,34.836094,296.4184
1852-08-01 00:00:00,34.87119,295.47214
1852-09-01 00:00:00,34.873352,295.0458
1852-10-01 00:00:00,34.860416,295.01123
1852-11-01 00:00:00,34.874615,295.4481
1852-12-01 00:00:00,34.90031,296.08505
1853-01-01 00:00:00,34.90929,297.03934
1853-02-01 00:00:00,34.86643,298.62512
1853-03-01 00:00:00,34.791096,299.5742
1853-04-01 00:00:00,34.768482,299.64688
1853-05-01 00:00:00,34.765106,299.2392
1853-06-01 00:00:00,34.78747,298.01978
1853-07-01 00:00:00,34.78284,296.68372
1853-08-01 00:00:00,34.75634,295.86185
1853-09-01 00:00:00,34.692974,295.62125
1853-10-01 00:00:00,34.584133,295.8743
1853-11-01 00:00:00,34.507015,296.48837
1853-12-01 00:00:00,34.477566,297.47208
1854-01-01 00:00:00,34.36749,298.35477
1854-02-01 00:00:00,34.32708,299.52756
1854-03-01 00:00:00,34.27791,300.33398
1854-04-01 00:00:00,34.26109,300.53488
1854-05-01 00:00:00,34.28761,299.90067
1854-06-01 00:00:00,34.378475,298.7637
1854-07-01 00:00:00,34.495647,297.29797
1854-08-01 00:00:00,34.53711,296.31464
1854-09-01 00:00:00,34.535873,295.68948
1854-10-01 00:00:00,34.50899,295.79758
1854-11-01 00:00:00,34.469448,296.334
1854-12-01 00:00:00,34.46636,296.97073
1855-01-01 00:00:00,34.435467,297.93372
1855-02-01 00:00:00,34.338337,299.18198
1855-03-01 00:00:00,34.28178,299.985
1855-04-01 00:00:00,34.254547,300.19174
1855-05-01 00:00:00,34.258205,299.874
1855-06-01 00:00:00,34.31483,298.51306
1855-07-01 00:00:00,34.43327,296.94006
1855-08-01 00:00:00,34.50618,295.91245
1855-09-01 00:00:00,34.530876,295.42932
1855-10-01 00:00:00,34.527084,295.57718
1855-11-01 00:00:00,34.523933,296.1465
1855-12-01 00:00:00,34.548813,296.93326
1856-01-01 00:00:00,34.559162,297.71634
1856-02-01 00:00:00,34.495277,298.83374
1856-03-01 00:00:00,34.490463,299.48044
1856-04-01 00:00:00,34.437027,299.90353
1856-05-01 00:00:00,34.41927,299.24893
1856-06-01 00:00:00,34.4817,297.9954
1856-07-01 00:00:00,34.534344,296.94067
1856-08-01 00:00:00,34.607716,295.8684
1856-09-01 00:00:00,34.64017,295.40445
1856-10-01 00:00:00,34.66099,295.32
1856-11-01 00:00:00,34.717625,295.5718
1856-12-01 00:00:00,34.776096,296.5793
1857-01-01 00:00:00,34.83623,297.62952
1857-02-01 00:00:00,34.827484,298.61337
1857-03-01 00:00:00,34.775608,299.54776
1857-04-01 00:00:00,34.802876,299.86203
1857-05-01 00:00:00,34.826336,299.1237
1857-06-01 00:00:00,34.840973,298.33936
1857-07-01 00:00:00,34.853252,297.23965
1857-08-01 00:00:00,34.878925,296.06836
1857-09-01 00:00:00,34.86629,295.58383
1857-10-01 00:00:00,34.834545,295.75717
1857-11-01 00:00:00,34.805805,296.29727
1857-12-01 00:00:00,34.783306,296.8103
1858-01-01 00:00:00,34.697308,297.68674
1858-02-01 00:00:00,34.572643,298.90894
1858-03-01 00:00:00,34.533226,299.8066
1858-04-01 00:00:00,34.46291,300.39444
1858-05-01 00:00:00,34.51605,299.5621
1858-06-01 00:00:00,34.57947,298.5566
1858-07-01 00:00:00,34.688557,296.97995
1858-08-01 00:00:00,34.7415,295.9904
1858-09-01 00:00:00,34.705227,295.7213
1858-10-01 00:00:00,34.610382,295.93033
1858-11-01 00:00:00,34.544773,296.46008
1858-12-01 00:00:00,34.53075,297.02112
1859-01-01 00:00:00,34.401375,298.4719
1859-02-01 00:00:00,34.31097,299.41885
1859-03-01 00:00:00,34.261776,300.02493
1859-04-01 00:00:00,34.285984,300.31638
1859-05-01 00:00:00,34.29294,299.76147
1859-06-01 00:00:00,34.364506,298.66263
1859-07-01 00:00:00,34.45177,297.20297
1859-08-01 00:00:00,34.454025,296.51303
1859-09-01 00:00:00,34.439457,295.9707
1859-10-01 00:00:00,34.398006,296.13632
1859-11-01 00:00:00,34.354115,296.4755
1859-12-01 00:00:00,34.354145,297.17432
1860-01-01 00:00:00,34.36928,298.07373
1860-02-01 00:00:00,34.289867,299.53635
1860-03-01 00:00:00,34.19675,300.06955
1860-04-01 00:00:00,34.090046,300.194
1860-05-01 00:00:00,34.22966,299.47775
1860-06-01 00:00:00,34.41686,297.8878
1860-07-01 00:00:00,34.518738,296.65994
1860-08-01 00:00:00,34.603573,295.62228
1860-09-01 00:00:00,34.612755,295.2358
1860-10-01 00:00:00,34.56491,295.41016
1860-11-01 00:00:00,34.527378,295.89078
1860-12-01 00:00:00,34.522247,296.66293
1861-01-01 00:00:00,34.53213,297.3754
1861-02-01 00:00:00,34.435993,298.82584
1861-03-01 00:00:00,34.3325,300.02383
1861-04-01 00:00:00,34.265266,300.17245
1861-05-01 00:00:00,34.230373,299.8051
1861-06-01 00:00:00,34.318764,298.50504
1861-07-01 00:00:00,34.391308,297.21774
1861-08-01 00:00:00,34.456013,296.1688
1861-09-01 00:00:00,34.44797,295.70752
1861-10-01 00:00:00,34.420338,295.80164
1861-11-01 00:00:00,34.368664,296.3618
1861-12-01 00:00:00,34.37905,296.86063
1862-01-01 00:00:00,34.33608,297.82126
1862-02-01 00:00:00,34.242516,299.20728
1862-03-01 00:00:00,34.179066,300.14
1862-04-01 00:00:00,34.212387,300.4446
1862-05-01 00:00:00,34.26616,299.31613
